5,4,1,3,2
"('学院', 0.7831944165268718)","('突破', 0.8157895534770025)","('时期', 0.8032569083231014)","('规划', 0.8053043322844826)","('词语', 0.6864499094472496)"
"('欧洲', 0.7831333560377701)","('产业化', 0.8133509784424925)","('中华人民共和国', 0.801516632249688)","('专家', 0.8047457410533779)","('用于', 0.6793301674763151)"
"('举办', 0.7828633054773216)","('专著', 0.8127902196194743)","('肺炎', 0.8003005247934994)","('哲学', 0.8038029895725389)","('模型', 0.6784778136081585)"
"('计划', 0.7819075657822776)","('规划', 0.8106098694252507)","('攻坚', 0.7986820896015407)","('民族', 0.8017727250582294)","('构建', 0.5688226658066742)"
"('中心', 0.7750779138719468)","('相关', 0.8105308453958778)","('运行', 0.7982516457396629)","('体验', 0.8010061373040579)","('分词', 0.5011666277764129)"
"('引进', 0.7719444446503028)","('落地', 0.8091942380315442)","('互联网', 0.7956331042489707)","('能力', 0.7990600330671396)","('映射', 0.3466804570133784)"
"('党总支', 0.7713074405200951)","('效应', 0.8090755270780913)","('数据', 0.7949308236255045)","('科研', 0.7974568633398541)",
"('研讨', 0.7697826665750902)","('交叉', 0.808434423436174)","('目标', 0.7916805295022489)","('科技', 0.7972554711718881)",
"('基础学科', 0.7694905544616795)","('热点问题', 0.8078520330762767)","('供需', 0.7879981088491083)","('时代', 0.7966196039531905)",
"('陕西省', 0.7683894357074905)","('陕西省', 0.8072279277832164)","('革命', 0.7857391823064711)","('年度', 0.7941649091789537)",
"('联合', 0.7676417003208925)","('竞赛', 0.8065897011438194)","('新机遇', 0.7831181916389179)","('主题', 0.7938971265306216)",
"('建立', 0.7670030245181103)","('需求', 0.8025302420342091)","('国家', 0.7812544327214109)","('信息工程', 0.7928522133821179)",
"('培养', 0.7641685741487905)","('行业', 0.8011571349638)","('控制', 0.7809829822093431)","('陕西', 0.7927213745121158)",
"('传播', 0.7611016518693949)","('可视化', 0.7994854601945786)","('责任', 0.7799294233204103)","('信息检索', 0.7926879341546745)",
"('沟通', 0.7602156741216024)","('引导', 0.799164390977906)","('规模', 0.7783183476117059)","('路径', 0.7916874060378976)",
"('强化', 0.759064927251137)","('信息', 0.7990425535395848)","('全球', 0.7779964951529637)","('招生', 0.7894780156279747)",
"('实践', 0.7557875284013308)","('领域', 0.7974472237298386)","('国际', 0.7779952898507749)","('基础', 0.7891208775104623)",
"('实质', 0.7551765467457959)","('应对', 0.7955262304739052)","('回升', 0.7772698062290117)","('文化', 0.7866984150159572)",
"('史论', 0.7542200921709679)","('决策', 0.7949018249826616)","('体积', 0.77695858964598)","('专委会', 0.786407430337527)",
"('利用', 0.7521042274407918)","('转化', 0.7919042018435133)","('日益', 0.7757593213193477)","('委员会', 0.7863152413616269)",
"('形式', 0.7515257071351972)","('战略', 0.7908539175962942)","('基础', 0.7749040996989099)","('获奖', 0.7829600273708114)",
"('融合', 0.7511063466949648)","('产业', 0.7905997232504048)","('态势', 0.7748258774380214)","('团队', 0.7826912488792072)",
"('特色', 0.7505823993660286)","('导师', 0.7903898116928563)","('规模化', 0.7728477645187073)","('回国', 0.7809692765470108)",
"('思路', 0.7502100281524255)","('科研', 0.7891594306339021)","('电池', 0.7726941319292007)","('硕士', 0.7805540184294566)",
"('合作', 0.7500660066792997)","('交互', 0.7878132320040994)","('技术', 0.7705160057312118)","('社交', 0.7797629417755513)",
"('团队', 0.7474640378535657)","('激发', 0.786846850664683)","('经济', 0.7701723131714935)","('人文', 0.7787102128295507)",
"('大学', 0.7470034987762111)","('学业', 0.7867455479772919)","('力度', 0.7696881906345721)","('社会', 0.7775482743762732)",
"('设想', 0.7467867095116514)","('大方向', 0.7864877586654021)","('迎来', 0.7696485389496626)","('西安市', 0.7771521892785634)",
"('主持会议', 0.7466859292688792)","('融合', 0.7857689956541748)","('原油', 0.768640099463778)","('分类', 0.7771248253556191)",
"('会议', 0.7455884080885937)","('教书育人', 0.7853288006000451)","('复苏', 0.7647573138028039)","('媒介', 0.7764224889756707)",
"('深度', 0.7455628382719199)","('层面', 0.7844629639855715)","('节能', 0.7626029155915942)","('创新', 0.7741812669014583)",
"('目标', 0.7446523694621211)","('透析', 0.784204111767257)","('投资', 0.7586184047997674)","('科技部', 0.7733733467194149)",
"('安排', 0.7442226727677695)","('用户', 0.7836193202413474)","('布局', 0.758304543522823)","('基金项目', 0.7685515374541849)",
"('课堂教学', 0.7430033781773041)","('信息技术', 0.7836050626685824)","('比重', 0.7581708464235948)","('专题研究', 0.7681634641114452)",
"('产学研', 0.7395990969622384)","('叠加', 0.7812413486590616)","('形势', 0.7578368564528085)","('计算', 0.7646258342375503)",
"('国际', 0.7373087036675334)","('学生', 0.7793924681597102)","('资源', 0.7576379236201584)","('讲授', 0.7635121262156247)",
"('凝练', 0.7343196143440327)","('推动', 0.779132903019568)","('管道', 0.7571222065599512)","('情报研究', 0.7634144924634084)",
"('举措', 0.732808296254232)","('人文', 0.7775360766371197)","('步入', 0.7569921934783785)","('全额', 0.7610744912772603)",
"('科学研究', 0.7304046701215583)","('基金', 0.7762641564578795)","('区域', 0.7566294748176289)","('学报', 0.7608777570785064)",
"('学校', 0.7247415244470992)","('表征', 0.7759313029003495)","('智能', 0.7549945884878484)","('图书', 0.7608452749501569)",
"('聚焦', 0.7217830178354212)","('机器人', 0.7728461814604841)","('领域', 0.7548187250099264)","('学士', 0.7599728625857224)",
"('精神', 0.714749050543505)","('追踪', 0.7727645794318125)","('阶段', 0.7529437808119576)","('协作', 0.7587096647549345)",
"('充分利用', 0.7133438787292853)","('留学', 0.7709665759510173)","('制度', 0.7507097795623491)","('方向', 0.7585749808608399)",
"('教学', 0.7122800847021764)","('工科', 0.7681602252686467)","('建设', 0.7490001082279174)","('教育部', 0.758359573031261)",
"('重点', 0.7114415963320575)","('构建', 0.7675444313493033)","('开采', 0.745306022244736)","('技术', 0.7572619492381693)",
"('意见', 0.7104276151595503)","('围绕', 0.7675349641994669)","('输电', 0.7449263421211313)","('情报工作', 0.7548460655692544)",
"('传达', 0.707545552339008)","('知识', 0.7667069736155142)","('统筹', 0.7444398624072087)","('交流', 0.7504417007172932)",
"('下功夫', 0.7046155144836453)","('课程', 0.7666726676713611)","('提升', 0.7440442488802236)","('电信', 0.7504223353813714)",
"('背景', 0.7045558392097572)","('反哺', 0.7649300959192957)","('体系', 0.7424523250315129)","('信息管理', 0.7496562709961537)",
"('高地', 0.6997148481735171)","('情报学', 0.7619513560063564)","('有望', 0.7410684552691643)","('法国', 0.7491849823749631)",
"('专业', 0.6994993950902021)","('网络', 0.7597097544327206)","('电网', 0.7395705510173429)","('留学', 0.7485778110526966)",
"('加大', 0.6992629303221046)","('项目', 0.7595035302025724)","('分布式', 0.7386413625170535)","('办公室', 0.7451964071047477)",
"('指出', 0.6917711490687996)","('回国', 0.7593013041767509)","('呈现', 0.7383910956901065)","('中心', 0.7438032250067631)",
"('务虚会', 0.6912117294939354)","('提出', 0.7590113749647905)","('参与', 0.7383766545941026)","('经历', 0.7423496108483608)",
"('科研', 0.6863213356033138)","('影响', 0.7578792898067014)","('创新能力', 0.7380232920251192)","('时空', 0.7411164495988044)",
"('分析', 0.6841507546701276)","('跟踪', 0.7547916295666103)","('天然气', 0.7360325538091778)","('毕业', 0.7406225402740269)",
"('缓解', 0.6803123636081654)","('事情', 0.7538566489957989)","('能力', 0.7359684671402852)","('设计', 0.7404630352007581)",
"('实验室', 0.679605407515256)","('人员', 0.7532268032852818)","('增量', 0.7335568108247233)","('分析', 0.7383636476010931)",
"('存量', 0.6788332707190099)","('高质量', 0.753223486648156)","('科技', 0.7333884623755332)","('数据挖掘', 0.7359464223813673)",
"('理工科', 0.6743569860739473)","('启动', 0.752547258240272)","('社会', 0.7333855314167874)","('教育', 0.7314987502915546)",
"('解决', 0.6716377153766834)","('文化', 0.7498284288113254)","('构建', 0.7327839316040875)","('理论', 0.7242763597810221)",
"('教材', 0.6706359716145814)","('桥梁', 0.7464396124359239)","('推动', 0.7311625518814046)","('论证', 0.7171665669274829)",
"('新学期', 0.6704530741487204)","('学习', 0.7455505866607901)","('重大项目', 0.7307472388289009)","('意愿', 0.7160956295181138)",
"('队伍', 0.6665728352801298)","('就业', 0.7441250969594624)","('发电', 0.7304998136167348)","('发展', 0.711816458385458)",
"('产业', 0.6652417350192674)","('分析', 0.7433106320582954)","('产量', 0.7302410449850854)","('图标', 0.7101966639755248)",
