5,4,1,3,2
"('利用', 0.0067706211714839044)","('科研', 0.003541252157823159)","('消费', 0.007828005410671694)","('专业', 0.0033773594959734922)","('自定', 0.016094379124341)"
"('研究', 0.003774573574625547)","('设计', 0.006352102127377158)","('千瓦', 0.007828005410671694)","('陕西省', 0.0033773594959734922)","('自定义', 0.016094379124341)"
"('意见', 0.011892398367739657)","('陕西省', 0.003541252157823159)","('亿千瓦', 0.007828005410671694)","('科学研究', 0.0033773594959734922)","('定义', 0.016094379124341)"
"('领导', 0.0067706211714839044)","('学术', 0.006352102127377158)","('目标', 0.0044566669838237115)","('西安交通大学', 0.006058120541316728)","('误解', 0.016094379124341)"
"('提出', 0.003774573574625547)","('国家', 0.0015469223661297036)","('供需', 0.007828005410671694)","('交通', 0.006058120541316728)","('可用', 0.016094379124341)"
"('领导班子', 0.011892398367739657)","('数字化', 0.0047640765955328694)","('绿色', 0.006262404328537355)","('专委会', 0.010640911817746117)","('词典', 0.016094379124341)"
"('系主任', 0.0067706211714839044)","('事件', 0.0047640765955328694)","('化石', 0.006262404328537355)","('文化', 0.006058120541316728)","('默认', 0.016094379124341)"
"('班子', 0.011892398367739657)","('交互', 0.0047640765955328694)","('发电', 0.006262404328537355)","('数据', 0.0033773594959734922)","('全局', 0.016094379124341)"
"('务虚', 0.011892398367739657)","('感知', 0.008367961416468459)","('加速', 0.006262404328537355)","('管理', 0.0033773594959734922)","('函数', 0.016094379124341)"
"('务虚会', 0.011892398367739657)","('社会科学', 0.0047640765955328694)","('国能', 0.006262404328537355)","('科技', 0.006058120541316728)","('解码', 0.016094379124341)"
"('大学', 0.0067706211714839044)","('传播学', 0.008367961416468459)","('十三', 0.0035653335870589695)","('出版社', 0.004543590405987547)","('引擎', 0.016094379124341)"
"('会会', 0.007928265578493104)","('新闻', 0.0047640765955328694)","('结构', 0.0035653335870589695)","('影响', 0.0025330196219801194)","('错误', 0.016094379124341)"
"('功夫', 0.007928265578493104)","('本科生', 0.008367961416468459)","('持续', 0.0019876483415019095)","('分析', 0.0025330196219801194)","('两个', 0.016094379124341)"
"('围绕', 0.002516382383083698)","('竞赛', 0.008367961416468459)","('创新', 0.0019876483415019095)","('可视化', 0.004543590405987547)","('四个', 0.009162907318741552)"
"('传达', 0.007928265578493104)","('社交', 0.0047640765955328694)","('供应', 0.006262404328537355)","('可视', 0.004543590405987547)","('词模式', 0.016094379124341)"
"('加大', 0.007928265578493104)","('领域', 0.0047640765955328694)","('社会', 0.0019876483415019095)","('高等', 0.00798068386330959)","('延迟', 0.016094379124341)"
"('新闻系', 0.007928265578493104)","('方法', 0.0026559391183673697)","('增强', 0.006262404328537355)","('西安市', 0.00798068386330959)","('加载', 0.016094379124341)"
"('补充', 0.007928265578493104)","('教学', 0.0047640765955328694)","('科技', 0.0035653335870589695)","('高等学校', 0.00798068386330959)","('方式', 0.005108256237659908)"
"('学校', 0.004513747447655937)","('科学研究', 0.0026559391183673697)","('国家', 0.0008682628455805827)","('出版', 0.0025330196219801194)","('接口', 0.016094379124341)"
"('引进人才', 0.007928265578493104)","('能力', 0.0026559391183673697)","('阶段', 0.006262404328537355)","('自然', 0.004543590405987547)","('安装', 0.016094379124341)"
"('培养', 0.004513747447655937)","('交叉', 0.0047640765955328694)","('模式', 0.0035653335870589695)","('数字', 0.0025330196219801194)","('代码', 0.016094379124341)"
"('充分利用', 0.007928265578493104)","('相关', 0.0047640765955328694)","('规划', 0.0019876483415019095)","('教育', 0.004543590405987547)","('适合', 0.016094379124341)"
"('科研', 0.002516382383083698)","('指导', 0.0047640765955328694)","('中和', 0.006262404328537355)","('自然科', 0.004543590405987547)","('预料', 0.016094379124341)"
"('教材', 0.004513747447655937)","('一系', 0.005578640944312306)","('智能化', 0.0035653335870589695)","('毕业', 0.00798068386330959)","('合用', 0.016094379124341)"
"('队伍', 0.007928265578493104)","('学术论文', 0.005578640944312306)","('规模', 0.006262404328537355)","('基金项目', 0.00798068386330959)","('搜索', 0.016094379124341)"
"('重点', 0.004513747447655937)","('规划', 0.0017706260789115795)","('四五', 0.0035653335870589695)","('学社', 0.00798068386330959)","('搜索引擎', 0.016094379124341)"
"('下功夫', 0.007928265578493104)","('上项', 0.003176051063688579)","('治理', 0.0035653335870589695)","('第十', 0.004543590405987547)","('构建', 0.005108256237659908)"
"('国际化', 0.007928265578493104)","('视觉', 0.005578640944312306)","('动能', 0.006262404328537355)","('文社', 0.004543590405987547)","('倒排', 0.016094379124341)"
"('交叉', 0.004513747447655937)","('论文', 0.003176051063688579)","('优化', 0.004696803246403016)","('技术', 0.0025330196219801194)","('粒度', 0.016094379124341)"
"('校友', 0.007928265578493104)","('系列', 0.005578640944312306)","('格局', 0.004696803246403016)","('传播', 0.0025330196219801194)","('以是', 0.016094379124341)"
"('融合', 0.0010992293168187674)","('面上', 0.003176051063688579)","('参与', 0.002674000190294227)","('人文', 0.004543590405987547)","('建议', 0.009162907318741552)"
"('分析', 0.002516382383083698)","('一系列', 0.005578640944312306)","('建设', 0.001490736256126432)","('自然科学', 0.004543590405987547)","('映射', 0.016094379124341)"
"('办学', 0.007928265578493104)","('舆情', 0.005578640944312306)","('容量', 0.004696803246403016)","('学校', 0.004543590405987547)",
"('分利', 0.007928265578493104)","('方向', 0.0007734611830648518)","('多元', 0.002674000190294227)","('哲学', 0.00798068386330959)",
"('聚焦', 0.007928265578493104)","('教育', 0.003176051063688579)","('信息', 0.001490736256126432)","('基于', 0.004543590405987547)",
"('精神', 0.007928265578493104)","('背景', 0.003176051063688579)","('装机', 0.004696803246403016)","('青年', 0.0025330196219801194)",
"('所发', 0.007928265578493104)","('挖掘', 0.003176051063688579)","('比重', 0.004696803246403016)","('中文', 0.00798068386330959)",
"('凝练', 0.007928265578493104)","('内容', 0.005578640944312306)","('天然', 0.004696803246403016)","('国中', 0.00798068386330959)",
"('三年', 0.007928265578493104)","('教育部', 0.003176051063688579)","('增量', 0.004696803246403016)","('信息学', 0.00798068386330959)",
"('科学', 0.001258191191541849)","('余篇', 0.005578640944312306)","('能源安全', 0.004696803246403016)","('计划', 0.0025330196219801194)",
"('困惑', 0.0022568737238279684)","('支持', 0.0007734611830648518)","('基础', 0.000651197134185437)","('中文信息', 0.00798068386330959)",
"('科学研究', 0.001258191191541849)","('计划', 0.0017706260789115795)","('深度', 0.002674000190294227)","('工作', 0.0016886797479867461)",
"('能解', 0.003964132789246552)","('研究生', 0.003176051063688579)","('升级', 0.002674000190294227)","('社交', 0.003029060270658364)",
"('短缺', 0.003964132789246552)","('应急', 0.003176051063688579)","('装机容量', 0.004696803246403016)","('事件', 0.003029060270658364)",
"('短板', 0.003964132789246552)","('年度', 0.003176051063688579)","('新型', 0.004696803246403016)","('业生', 0.005320455908873058)",
"('解人', 0.003964132789246552)","('报告', 0.003176051063688579)","('第一', 0.004696803246403016)","('学学', 0.005320455908873058)",
"('招收', 0.003964132789246552)","('解决', 0.003176051063688579)","('电力', 0.004696803246403016)","('情报学', 0.003029060270658364)",
"('解决', 0.0022568737238279684)","('发表', 0.005578640944312306)","('十四五', 0.002674000190294227)","('科技情报', 0.005320455908873058)",
"('下午', 0.003964132789246552)","('规律', 0.005578640944312306)","('地区', 0.002674000190294227)","('硕士', 0.005320455908873058)",
"('缓解', 0.003964132789246552)","('理论', 0.003176051063688579)","('优势', 0.002674000190294227)","('博士学位', 0.005320455908873058)",
"('交叉学科', 0.0022568737238279684)","('用户', 0.003176051063688579)","('深刻', 0.004696803246403016)","('学位', 0.005320455908873058)",
"('青年', 0.001258191191541849)","('体用', 0.005578640944312306)","('总体', 0.004696803246403016)","('网络', 0.0016886797479867461)",
"('青年教师', 0.003964132789246552)","('透析', 0.005578640944312306)","('电网', 0.002674000190294227)","('会员', 0.005320455908873058)",
"('教师', 0.0022568737238279684)","('热点问题', 0.003176051063688579)","('运行', 0.004696803246403016)","('研究生', 0.003029060270658364)",
"('继续加强', 0.003964132789246552)","('热点', 0.003176051063688579)","('经济社会', 0.0031312021642686777)","('情报工作', 0.005320455908873058)",
"('欧洲', 0.003964132789246552)","('机器', 0.0017706260789115795)","('关键', 0.0031312021642686777)","('国家', 0.0007376646324436686)",
"('黑山', 0.003964132789246552)","('发展', 0.0007734611830648518)","('产量', 0.0031312021642686777)","('国家自然科学基金', 0.003029060270658364)",
"('山大', 0.003964132789246552)","('产业', 0.0007734611830648518)","('三五', 0.0031312021642686777)","('演化', 0.005320455908873058)",
"('中亚', 0.003964132789246552)","('界面', 0.005578640944312306)","('太阳', 0.0031312021642686777)","('科学基金', 0.003029060270658364)",
"('中亚地区', 0.003964132789246552)","('探索', 0.005578640944312306)","('增长', 0.0031312021642686777)","('面上', 0.003029060270658364)",
"('地区', 0.0022568737238279684)","('思考', 0.005578640944312306)","('太阳能', 0.0031312021642686777)","('上项', 0.003029060270658364)",
"('高校', 0.003964132789246552)","('培养', 0.003176051063688579)","('油气', 0.0031312021642686777)","('教育部', 0.003029060270658364)",
"('着重', 0.003964132789246552)","('兴趣', 0.005578640944312306)","('提高', 0.0031312021642686777)","('规划', 0.0016886797479867461)",
"('交流', 0.001258191191541849)","('激发', 0.003176051063688579)","('天然气', 0.0031312021642686777)","('图书', 0.005320455908873058)",
"('既能', 0.003964132789246552)","('课堂', 0.003176051063688579)","('管道', 0.0031312021642686777)","('人员', 0.003029060270658364)",
"('意见建议', 0.003964132789246552)","('基于', 0.003176051063688579)","('气管', 0.0031312021642686777)","('基础', 0.0007376646324436686)",
"('建议', 0.0022568737238279684)","('需求', 0.0017706260789115795)","('下降', 0.0031312021642686777)","('社科', 0.005320455908873058)",
"('理工科', 0.003964132789246552)","('情感', 0.003176051063688579)","('民生', 0.0031312021642686777)","('专家', 0.005320455908873058)",
"('设有', 0.003964132789246552)","('西安', 0.0017706260789115795)","('变化', 0.0031312021642686777)","('年度', 0.003029060270658364)",
"('有机', 0.003964132789246552)","('机器人', 0.0017706260789115795)","('效率', 0.0031312021642686777)","('毕业生', 0.005320455908873058)",
"('各系', 0.003964132789246552)","('协作', 0.003176051063688579)","('年来', 0.0031312021642686777)","('二等奖', 0.003029060270658364)",
"('各系所', 0.003964132789246552)","('一门', 0.005578640944312306)","('局面', 0.0017826667935294848)","('成果奖', 0.005320455908873058)",
"('设为', 0.003964132789246552)","('国家自然科学基金', 0.003176051063688579)","('快速', 0.0031312021642686777)","('课程', 0.003029060270658364)",
"('需求', 0.001258191191541849)","('交大', 0.005578640944312306)","('领域', 0.0017826667935294848)","('热点', 0.003029060270658364)",
"('针对', 0.003964132789246552)","('西安交大', 0.005578640944312306)","('清洁', 0.0031312021642686777)","('发展', 0.0007376646324436686)",
"('针对性', 0.003964132789246552)","('互设', 0.003176051063688579)","('形态', 0.0031312021642686777)","('融合', 0.0007376646324436686)",
"('性地', 0.003964132789246552)","('课堂教学', 0.003176051063688579)","('推进', 0.0017826667935294848)","('情感', 0.003029060270658364)",
"('理工', 0.003964132789246552)","('转型', 0.0017706260789115795)","('平衡', 0.0031312021642686777)","('数据分析', 0.003029060270658364)",
"('相结合', 0.003964132789246552)","('界面设计', 0.005578640944312306)","('机遇', 0.0031312021642686777)","('能力', 0.0016886797479867461)",
"('工科', 0.0022568737238279684)","('影响', 0.0017706260789115795)","('面临', 0.0031312021642686777)","('委员会', 0.005320455908873058)",
"('经费', 0.003964132789246552)","('机制', 0.003176051063688579)","('方式', 0.0009938241707509547)","('学报', 0.005320455908873058)",
"('大幅', 0.0022568737238279684)","('数据分析', 0.003176051063688579)","('国际', 0.0017826667935294848)","('二等', 0.003029060270658364)",
"('提升', 0.0022568737238279684)","('前沿', 0.005578640944312306)","('碳化', 0.0031312021642686777)","('获奖', 0.002660227954436529)",
"('应有', 0.003964132789246552)","('出版', 0.0008853130394557897)","('转向', 0.0031312021642686777)","('真的', 0.002660227954436529)",
"('新思路', 0.003964132789246552)","('大方', 0.002789320472156153)","('生活', 0.0017826667935294848)","('一二', 0.002660227954436529)",
"('办法', 0.003964132789246552)","('目的', 0.002789320472156153)","('高质', 0.0017826667935294848)","('民族', 0.002660227954436529)",
"('人民', 0.0022568737238279684)","('提出', 0.0008853130394557897)","('融合', 0.00043413142279029136)","('方式', 0.0008443398739933731)",
"('人民邮电', 0.003964132789246552)","('围绕', 0.0008853130394557897)","('进一步', 0.0017826667935294848)","('联系方式', 0.002660227954436529)",
"('人民邮电出版社', 0.003964132789246552)","('突破', 0.0015880255318442896)","('高质量', 0.0017826667935294848)","('扩散', 0.002660227954436529)",
"('邮电', 0.003964132789246552)","('大方向', 0.002789320472156153)","('质量', 0.0017826667935294848)","('科技进步', 0.002660227954436529)",
"('出版', 0.001258191191541849)","('回国', 0.0015880255318442896)","('信息技术', 0.0017826667935294848)","('语言', 0.001514530135329182)",
"('出版社', 0.0022568737238279684)","('可视', 0.0015880255318442896)","('五年', 0.0031312021642686777)","('五次', 0.002660227954436529)",
"('智能', 0.001258191191541849)","('可视化', 0.0015880255318442896)","('呈现', 0.0031312021642686777)","('突发', 0.001514530135329182)",
"('论坛', 0.003964132789246552)","('辨别', 0.0015880255318442896)","('气候', 0.0031312021642686777)","('团队', 0.001514530135329182)",
"('尽快', 0.003964132789246552)","('语言', 0.0015880255318442896)","('革命', 0.0031312021642686777)","('进步奖', 0.002660227954436529)",
"('启动', 0.001258191191541849)","('启动', 0.0008853130394557897)","('一步', 0.0009938241707509547)","('十五次', 0.002660227954436529)",
"('香港', 0.003964132789246552)","('人员', 0.0015880255318442896)","('重心', 0.0031312021642686777)","('入团', 0.002660227954436529)",
"('香港浸会', 0.003964132789246552)","('国人', 0.0015880255318442896)","('演进', 0.0031312021642686777)","('突发事件', 0.001514530135329182)",
"('香港浸会大学', 0.003964132789246552)","('学回', 0.0015880255318442896)","('多年', 0.0031312021642686777)","('机器', 0.0008443398739933731)",
"('浸会', 0.003964132789246552)","('留学', 0.0015880255318442896)","('工业', 0.0031312021642686777)","('机器人', 0.0008443398739933731)",
"('应持', 0.003964132789246552)","('文社', 0.0015880255318442896)","('原油', 0.0031312021642686777)","('人情', 0.002660227954436529)",
"('持续', 0.001258191191541849)","('人文', 0.0015880255318442896)","('演变', 0.0031312021642686777)","('交互式', 0.002660227954436529)",
"('推进', 0.0022568737238279684)","('思想', 0.0008853130394557897)","('智慧', 0.0031312021642686777)","('主题', 0.002660227954436529)",
"('进校', 0.003964132789246552)","('青年', 0.0008853130394557897)","('合作', 0.0017826667935294848)","('实践', 0.0003688323162218343)",
"('一步', 0.001258191191541849)","('专著', 0.0015880255318442896)","('系统形', 0.0031312021642686777)","('十一次', 0.002660227954436529)",
"('科研经费', 0.003964132789246552)","('站稳', 0.002789320472156153)","('年前', 0.0031312021642686777)","('办公', 0.002660227954436529)",
"('开拓', 0.003964132789246552)","('情报', 0.0015880255318442896)","('十七', 0.0031312021642686777)","('图标', 0.002660227954436529)",
"('近期', 0.003964132789246552)","('刊物', 0.002789320472156153)","('步入', 0.0031312021642686777)","('标签', 0.002660227954436529)",
"('充分肯定', 0.003964132789246552)","('十余', 0.002789320472156153)","('供应链', 0.0031312021642686777)","('概念', 0.002660227954436529)",
"('肯定', 0.003964132789246552)","('背后', 0.002789320472156153)","('建新', 0.0031312021642686777)","('念及', 0.002660227954436529)",
"('加大力度', 0.003964132789246552)","('认知', 0.002789320472156153)","('十五', 0.0017826667935294848)","('实验', 0.001514530135329182)",
"('力度', 0.0022568737238279684)","('探究', 0.002789320472156153)","('力系', 0.0031312021642686777)","('实验论', 0.002660227954436529)",
"('支持', 0.0005496146584093837)","('突发', 0.0015880255318442896)","('十一', 0.0017826667935294848)","('论证', 0.002660227954436529)",
"('指出', 0.003964132789246552)","('突发事件', 0.0015880255318442896)","('指导', 0.0017826667935294848)","('经济', 0.001514530135329182)",
"('核心', 0.003964132789246552)","('多维', 0.0015880255318442896)","('核电', 0.0031312021642686777)","('理出', 0.002660227954436529)",
"('改善', 0.003964132789246552)","('设置', 0.002789320472156153)","('十二', 0.0031312021642686777)","('二三', 0.002660227954436529)",
"('局面', 0.0022568737238279684)","('网民', 0.002789320472156153)","('创新能力', 0.0031312021642686777)","('环境', 0.0008443398739933731)",
"('实践', 0.0005496146584093837)","('民情', 0.002789320472156153)","('国步', 0.0031312021642686777)","('用户', 0.001514530135329182)",
"('中青', 0.003964132789246552)","('环境', 0.0008853130394557897)","('能源供应', 0.0031312021642686777)","('再现', 0.002660227954436529)",
"('拓宽', 0.003964132789246552)","('下文', 0.002789320472156153)","('方针', 0.0031312021642686777)","('现行', 0.002660227954436529)",
"('落实', 0.0022568737238279684)","('和文', 0.002789320472156153)","('十六', 0.0031312021642686777)","('过程', 0.002660227954436529)",
"('导师', 0.001258191191541849)","('受众', 0.002789320472156153)","('现代化', 0.0031312021642686777)","('公室', 0.002660227954436529)",
"('导师制', 0.003964132789246552)","('下发', 0.002789320472156153)","('装备', 0.0031312021642686777)","('因素', 0.002660227954436529)",
"('主体', 0.0022568737238279684)","('表相', 0.002789320472156153)","('大规模', 0.0031312021642686777)","('理论', 0.001514530135329182)",
"('一联', 0.003964132789246552)","('面向', 0.002789320472156153)","('配置', 0.0031312021642686777)","('办公室', 0.002660227954436529)",
"('联合', 0.003964132789246552)","('家数', 0.002789320472156153)","('资源', 0.0017826667935294848)","('机制', 0.001514530135329182)",
"('形式', 0.003964132789246552)","('产业化', 0.002789320472156153)","('大规', 0.0031312021642686777)","('沉浸', 0.002660227954436529)",
"('产学研', 0.003964132789246552)","('大战', 0.002789320472156153)","('千伏', 0.0031312021642686777)","('理学', 0.002660227954436529)",
"('深度', 0.0022568737238279684)","('战略', 0.0015880255318442896)","('电力系统', 0.0031312021642686777)","('体验', 0.002660227954436529)",
"('安排', 0.003964132789246552)","('信息技术', 0.0015880255318442896)","('第一章', 0.0031312021642686777)","('报社', 0.002660227954436529)",
"('部署', 0.003964132789246552)","('技术', 0.0008853130394557897)","('形势', 0.0031312021642686777)","('踏实', 0.002660227954436529)",
"('中青年', 0.003964132789246552)","('决策', 0.002789320472156153)","('一章', 0.0031312021642686777)","('色散', 0.002660227954436529)",
"('陕西', 0.001258191191541849)","('建言', 0.002789320472156153)","('强化', 0.0017826667935294848)","('三次', 0.002660227954436529)",
"('层次', 0.003964132789246552)","('言及', 0.002789320472156153)","('环境', 0.0009938241707509547)","('叠加', 0.001514530135329182)",
"('举措', 0.0022568737238279684)","('调研', 0.002789320472156153)","('市场', 0.0031312021642686777)","('十三次', 0.002660227954436529)",
"('长孙', 0.003964132789246552)","('部门', 0.002789320472156153)","('全新', 0.0031312021642686777)","('多维', 0.001514530135329182)",
"('主持', 0.0022568737238279684)","('知行', 0.002789320472156153)","('直流', 0.0031312021642686777)","('多维度', 0.002660227954436529)",
"('主持会议', 0.003964132789246552)","('发布', 0.002789320472156153)","('流电', 0.0015656010821343388)","('十三', 0.001514530135329182)",
"('党总支', 0.003964132789246552)","('体视', 0.002789320472156153)","('进程', 0.0015656010821343388)","('第十三次', 0.002660227954436529)",
"('总支', 0.003964132789246552)","('落地', 0.002789320472156153)","('实践经验', 0.0015656010821343388)","('第十五', 0.002660227954436529)",
"('书记', 0.003964132789246552)","('十余篇', 0.002789320472156153)","('实践', 0.00021706571139514568)","('第十三', 0.002660227954436529)",
"('助理', 0.003964132789246552)","('奖励', 0.002789320472156153)","('控制', 0.0008913333967647424)","('维度', 0.002660227954436529)",
"('参加', 0.003964132789246552)","('国内', 0.0015880255318442896)","('互联', 0.0015656010821343388)","('模型', 0.001514530135329182)",
"('立传', 0.003964132789246552)","('国内外', 0.002789320472156153)","('超大规模', 0.0015656010821343388)","('报考', 0.002660227954436529)",
"('神学', 0.003964132789246552)","('内外', 0.002789320472156153)","('故障', 0.0015656010821343388)","('信息资源管理', 0.002660227954436529)",
"('求人', 0.003964132789246552)","('外学', 0.002789320472156153)","('输电', 0.0015656010821343388)","('资源', 0.001514530135329182)",
"('人才培养', 0.003964132789246552)","('学术会议', 0.0015880255318442896)","('值守', 0.0015656010821343388)","('资源管理', 0.002660227954436529)",
"('课堂', 0.0022568737238279684)","('会议', 0.0015880255318442896)","('超大', 0.0015656010821343388)","('管理学', 0.002660227954436529)",
"('课堂教学', 0.0022568737238279684)","('上报', 0.002789320472156153)","('投产', 0.0015656010821343388)","('沟通', 0.001514530135329182)",
"('主渠道', 0.003964132789246552)","('研究成果', 0.002789320472156153)","('无人', 0.0015656010821343388)","('实证', 0.002660227954436529)",
"('渠道', 0.003964132789246552)","('成果', 0.0015880255318442896)","('智能机', 0.0015656010821343388)","('作用', 0.002660227954436529)",
"('德智体', 0.003964132789246552)","('管理', 0.0008853130394557897)","('人工智能', 0.0015656010821343388)","('科学技术', 0.002660227954436529)",
"('体全', 0.003964132789246552)","('转化', 0.002789320472156153)","('项目', 0.0004969120853754774)","('接受', 0.001514530135329182)",
"('应大', 0.003964132789246552)","('框架', 0.002789320472156153)","('电厂', 0.0015656010821343388)","('意愿', 0.002660227954436529)",
"('大胆', 0.003964132789246552)","('化解', 0.002789320472156153)","('机器', 0.0004969120853754774)","('自我', 0.002660227954436529)",
"('用人', 0.003964132789246552)","('表征', 0.002789320472156153)","('机器人', 0.0004969120853754774)","('分类', 0.001514530135329182)",
"('设想', 0.003964132789246552)","('追踪', 0.002789320472156153)","('勘探', 0.0015656010821343388)","('十五', 0.001514530135329182)",
"('目标', 0.0022568737238279684)","('合情', 0.002789320472156153)","('大项', 0.0015656010821343388)","('第十一次', 0.002660227954436529)",
"('活人', 0.003964132789246552)","('情报学', 0.0015880255318442896)","('人工', 0.0015656010821343388)","('维基', 0.002660227954436529)",
"('特色', 0.003964132789246552)","('究问', 0.002789320472156153)","('推广', 0.0015656010821343388)","('思维', 0.001514530135329182)",
"('会议室', 0.003964132789246552)","('情信', 0.002789320472156153)","('数据', 0.0004969120853754774)","('调节', 0.001514530135329182)",
"('新学', 0.003964132789246552)","('构建', 0.0008853130394557897)","('大数', 0.0008913333967647424)","('调节作用', 0.002660227954436529)",
"('新学期', 0.003964132789246552)","('散射', 0.002789320472156153)","('联网', 0.0015656010821343388)","('第十一', 0.002660227954436529)",
"('学期', 0.003964132789246552)","('叠加', 0.0015880255318442896)","('开采', 0.0015656010821343388)","('逻辑思维', 0.002660227954436529)",
"('学习', 0.0022568737238279684)","('效应', 0.002789320472156153)","('重大项目', 0.0015656010821343388)","('技术奖', 0.002660227954436529)",
"('西安', 0.001258191191541849)","('分类', 0.0015880255318442896)","('互联网', 0.0015656010821343388)","('招生', 0.002660227954436529)",
"('西安交通', 0.0022568737238279684)","('信息科学', 0.002789320472156153)","('趋于', 0.0015656010821343388)","('逻辑', 0.002660227954436529)",
"('西安交通大学', 0.0022568737238279684)","('一步', 0.0008853130394557897)","('瓦西', 0.0015656010821343388)","('特别', 0.002660227954436529)",
"('交通', 0.0022568737238279684)","('工科', 0.0015880255318442896)","('路线', 0.0015656010821343388)","('抗压', 0.002660227954436529)",
"('学年', 0.003964132789246552)","('通俗', 0.002789320472156153)","('分布', 0.0015656010821343388)","('第十五次', 0.002660227954436529)",
"('解放', 0.003964132789246552)","('十四', 0.0015880255318442896)","('地大', 0.0015656010821343388)","('十一', 0.001514530135329182)",
"('解放思想', 0.003964132789246552)","('十四五', 0.0015880255318442896)","('基地', 0.0015656010821343388)","('国人', 0.001514530135329182)",
"('思想', 0.001258191191541849)","('四五', 0.0015880255318442896)","('并重', 0.0015656010821343388)","('辨别', 0.001514530135329182)",
"('转换', 0.0022568737238279684)","('教材', 0.0015880255318442896)","('分散式', 0.0015656010821343388)","('方向', 0.0003688323162218343)",
"('观念', 0.003964132789246552)","('用于', 0.0015880255318442896)","('分散', 0.0015656010821343388)","('热点问题', 0.001514530135329182)",
"('创新', 0.001258191191541849)","('本科专业', 0.002789320472156153)","('中式', 0.0015656010821343388)","('透视', 0.002660227954436529)",
